rank,Youtuber,subscribers,video views,Title,uploads,Country,channel_type,video_views_rank,country_rank,channel_type_rank,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
613,camilo,15900000,6802382479.0,camilo,132,colombia,music,871.0,8.0,120.0,15000.0,239600.0,179700.0,2900000.0,2010.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
612,unspeakable,15900000,9052367553.0,unspeakable,796,united states,people,530.0,142.0,40.0,41200.0,659600.0,494700.0,7900000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
611,mk music,15900000,9198986881.0,mk music,5105,brazil,music,516.0,33.0,120.0,34100.0,545600.0,409200.0,6500000.0,2010.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
609,jeffreestar,15900000,2609358468.0,jeffreestar,433,united states,howto,3474.0,142.0,20.0,502.0,8000.0,6000.0,96300.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
607,ýýýýýýýýýý,15900000,1845329502.0,kung fu padla,0,russia,games,4057944.0,3309.0,5665.0,0.0,0.0,0.0,0.0,2017.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
608,dopelyrics,15900000,9962188084.0,dopelyrics,2035,united states,music,444.0,142.0,120.0,2500.0,39700.0,29700.0,475900.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
614,dear sir,15800000,1349288771.0,dear sir,633,india,education,8066.0,95.0,31.0,6000.0,96200.0,72200.0,1200000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
615,narendra modi,15800000,3392918989.0,narendra modi,20679,india,news,2406.0,96.0,15.0,46500.0,743900.0,557900.0,8900000.0,2007.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
616,arif muhammad,15800000,4122634467.0,arif muhammad,542,indonesia,comedy,1816.0,22.0,26.0,18000.0,287500.0,215600.0,3400000.0,2017.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
617,rotten tomatoes trailers,15800000,13116313599.0,rotten tomatoes trailers,10441,united states,film,285.0,143.0,32.0,6400.0,103000.0,77200.0,1200000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
618,volga video,15700000,9787697838.0,volga video,16874,india,entertainment,463.0,97.0,139.0,12800.0,205300.0,153900.0,2500000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
619,dm - desi melodies,15700000,5914071870.0,dm - desi melodies,79,india,music,1071.0,97.0,121.0,35500.0,567400.0,425500.0,6800000.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
620,my family,15700000,6153495609.0,my family,150,singapore,people,731590.0,1203.0,3244.0,235.0,3800.0,2800.0,45100.0,2019.0,84.8,5703569.0,4.11,5703569.0,1.352083,103.819836
621,team films bhojpuri,15700000,6626563508.0,team films bhojpuri,19703,india,music,902.0,97.0,121.0,7700.0,123000.0,92200.0,1500000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
622,zee music classic,15700000,5558051295.0,zee music classic,1640,india,music,1174.0,97.0,121.0,21600.0,345800.0,259300.0,4100000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
623,prime video india,15700000,8696631898.0,prime video india,7090,united states,entertainment,569.0,144.0,139.0,83800.0,1300000.0,1000000.0,16100000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
627,juliana baltar,15600000,3869457097.0,juliana baltar,2019,brazil,entertainment,2002.0,34.0,140.0,14100.0,224900.0,168700.0,2700000.0,2010.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
628,5-minute crafts family,15600000,6165757696.0,5-minute crafts family,4245,united states,howto,1005.0,145.0,21.0,6800.0,109500.0,82100.0,1300000.0,2018.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
626,linus tech tips,15600000,7172386509.0,linus tech tips,6542,canada,tech,802.0,7.0,11.0,22100.0,352900.0,264700.0,4200000.0,2008.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
624,caeli yt,15600000,1511794214.0,caeli yt,483,mexico,entertainment,7440.0,24.0,140.0,0.0,0.0,0.0,0.0,2010.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
629,blippi espaï¿½ï,15500000,8984089026.0,blippi espaï¿½ï,598,mexico,education,538.0,24.0,32.0,22500.0,360000.0,270000.0,4300000.0,2017.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
631,katakit baby tv,15500000,6386271870.0,katakit baby tv,220,saudi arabia,music,954.0,4.0,122.0,22700.0,363700.0,272700.0,4400000.0,2010.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
632,infobells bangla,15500000,7776706184.0,infobells bangla,359,india,education,687.0,98.0,32.0,42000.0,671600.0,503700.0,8100000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
633,ýýýýýýýý ýý ýýýýýýýý,15500000,8265129639.0,ýýýýýýýý ýý ýýýýýýýý,1021,saudi arabia,film,619.0,4.0,33.0,33800.0,540100.0,405100.0,6500000.0,2017.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
634,henrique e juliano,15500000,14619523361.0,henrique e juliano,325,brazil,music,236.0,35.0,123.0,40900.0,654700.0,491000.0,7900000.0,2009.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
635,mr degree,15500000,12880388253.0,mrdegree,0,united states,entertainment,4057944.0,5048.0,4453.0,0.0,0.0,0.0,0.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
636,kashvi adlakha,15500000,12714141740.0,kashvi adlakha,1525,india,entertainment,300.0,99.0,141.0,34800.0,556500.0,417400.0,6700000.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
637,talking tom & friends,15500000,6396049701.0,talking tom & friends,417,united states,film,956.0,146.0,34.0,6800.0,109500.0,82100.0,1300000.0,2010.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
638,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,15500000,4499826716.0,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,5183,egypt,howto,1597.0,1.0,22.0,8200.0,131700.0,98700.0,1600000.0,2017.0,35.2,100388073.0,10.76,42895824.0,26.820553,30.802498
644,genierock,15400000,14564170905.0,genierock,1725,thailand,music,239.0,11.0,124.0,20700.0,331200.0,248400.0,4000000.0,2008.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
646,kerajinan 5-menit,15400000,4750420071.0,kerajinan 5-menit,4186,indonesia,howto,1461.0,23.0,23.0,4900.0,79000.0,59200.0,947500.0,2018.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
645,zayn,15400000,4909687948.0,zayn,21,united states,music,1401.0,147.0,124.0,9200.0,147200.0,110400.0,1800000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
643,mrwhosetheboss,15400000,3736069980.0,mrwhosetheboss,1577,united kingdom,tech,2083.0,24.0,12.0,41900.0,670800.0,503100.0,8000000.0,2011.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
639,harsh beniwal,15400000,1781226000.0,harsh beniwal,165,india,comedy,5724.0,100.0,27.0,7000.0,111900.0,83900.0,1300000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
640,ffuntv,15400000,11513738907.0,ffuntv,379,united arab emirates,entertainment,349.0,6.0,141.0,20000.0,320700.0,240500.0,3800000.0,2018.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818
642,roman atwood vlogs,15400000,5469103954.0,roman atwood vlogs,1756,united states,people,1201.0,147.0,42.0,396.0,6300.0,4700.0,76000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
641,mobile legends: bang bang,15400000,1543608082.0,mobile legends: bang bang,1647,united states,games,6793.0,147.0,45.0,13800.0,221500.0,166100.0,2700000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
647,fc barcelona,15300000,2656528205.0,fc barcelona,10988,spain,sports,3356.0,11.0,9.0,21200.0,339500.0,254600.0,4100000.0,2006.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
648,dave and ava - nursery rhymes and baby songs,15300000,10714145606.0,dave and ava - nursery rhymes and baby songs,851,united states,education,390.0,148.0,33.0,19300.0,308200.0,231200.0,3700000.0,2014.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
649,lokesh gamer,15300000,1640078055.0,lokesh gamer,1397,india,games,6356.0,101.0,46.0,1500.0,23700.0,17800.0,284200.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
650,ilya borzov,15300000,9938811455.0,ilya borzov,2175,russia,people,441.0,8.0,42.0,118900.0,1900000.0,1400000.0,22800000.0,2021.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
651,mazhavil manorama,15300000,16545966132.0,mazhavil manorama,87864,india,entertainment,175.0,100.0,142.0,90400.0,1400000.0,1100000.0,17400000.0,2011.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
660,ndtv india,15200000,6624168155.0,ndtv india,91704,india,news,900.0,101.0,16.0,12400.0,198600.0,149000.0,2400000.0,2008.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
659,cnn,15200000,14198154095.0,cnn,160405,united states,news,247.0,148.0,16.0,46800.0,748000.0,561000.0,9000000.0,2005.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
658,oyuncak avï¿,15200000,8333387785.0,oyuncak avï¿,654,turkey,entertainment,615.0,5.0,144.0,1100.0,17700.0,13300.0,212500.0,2014.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322
657,t-series hamaar bhojpuri,15200000,7564652648.0,t-series hamaar bhojpuri,9862,india,music,728.0,101.0,125.0,26500.0,423900.0,317900.0,5100000.0,2011.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
656,sony liv,15200000,7151683497.0,sony liv,11099,india,entertainment,794.0,102.0,144.0,52700.0,843600.0,632700.0,10100000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
654,niana guerrero,15200000,1491452935.0,niana guerrero,443,philippines,entertainment,7153.0,6.0,144.0,2500.0,39900.0,29900.0,479000.0,2013.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
653,the mridul,15200000,4503880875.0,the mridul,106,india,comedy,1593.0,102.0,28.0,24600.0,393300.0,295000.0,4700000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
652,pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15200000,857725714.0,pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,194,india,film,13929.0,100.0,35.0,16300.0,261500.0,196100.0,3100000.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
655,srk music,15200000,6391679636.0,srk music,5056,india,music,955.0,102.0,126.0,14500.0,231200.0,173400.0,2800000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
670,mohamed ramadan i ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15100000,5324913850.0,mohamed ramadan i ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,753,egypt,entertainment,1242.0,2.0,145.0,11500.0,184200.0,138200.0,2200000.0,2014.0,35.2,100388073.0,10.76,42895824.0,26.820553,30.802498
676,adelevevo,15100000,12413869881.0,adelevevo,52,united kingdom,music,309.0,25.0,127.0,21200.0,339000.0,254300.0,4100000.0,2009.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
675,chapitosiki,15100000,13897932103.0,chapitosiki,2717,russia,entertainment,256.0,9.0,143.0,178400.0,2900000.0,2100000.0,34200000.0,2020.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
674,abs-cbn news,15100000,10489367372.0,abs-cbn news,209520,philippines,news,404.0,7.0,17.0,45400.0,726600.0,544900.0,8700000.0,2009.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
673,rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15100000,9477021288.0,rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,921,argentina,comedy,491.0,13.0,28.0,128100.0,2000000.0,1500000.0,24600000.0,2016.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
672,bigbang,15100000,7857371770.0,bigbang,776,south korea,music,680.0,13.0,127.0,10200.0,163200.0,122400.0,2000000.0,2005.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
671,edisonpts,15100000,6668507856.0,edisonpts,3733,russia,games,894.0,10.0,47.0,23900.0,382400.0,286800.0,4600000.0,2013.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
668,makiman131,15100000,4236036141.0,makiman131,2997,spain,entertainment,1760.0,12.0,145.0,1500.0,23900.0,17900.0,286600.0,2013.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
666,powerfuljre,15100000,3060202847.0,powerfuljre,1037,united states,people,2796.0,149.0,43.0,10900.0,173600.0,130200.0,2100000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
665,ranz kyle,15100000,1760131384.0,ranz kyle,533,philippines,entertainment,5849.0,7.0,145.0,3100.0,49500.0,37100.0,594000.0,2008.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
664,musas,15100000,2400037562.0,jordi sala,159,andorra,people,3889418.0,504.0,7615.0,0.02,0.34,0.26,4.0,2006.0,,,,,,
663,daftar populer,15100000,2143140898.0,daftar populer,3810,indonesia,entertainment,4520.0,24.0,144.0,4300.0,68900.0,51700.0,827100.0,2017.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
661,it's mamix,15100000,1777072487.0,it's mamix,210,united states,people,5778.0,150.0,44.0,4000.0,63900.0,48000.0,767200.0,2017.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
667,mariale,15100000,2761547758.0,mariale,2618,united states,entertainment,3241.0,150.0,145.0,3000.0,47800.0,35900.0,573900.0,2010.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
685,republic bharat,15000000,7536093065.0,gyani beast,206,india,news,1145576.0,2573.0,1992.0,0.25,4.0,3.0,48.0,2018.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
693,a2 motivation by arvind arora,15000000,8932038210.0,a2 motivation by arvind arora,3168,india,entertainment,544.0,104.0,146.0,32700.0,522900.0,392200.0,6300000.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
692,zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15000000,11506702632.0,zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,340,brazil,music,347.0,36.0,128.0,45700.0,731500.0,548600.0,8800000.0,2012.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
691,issei / ï¿½ï¿½ï¿½ï¿½,15000000,13562853889.0,issei / ï¿½ï¿½ï¿½ï¿½,1788,japan,comedy,277.0,5.0,29.0,70600.0,1100000.0,847100.0,13600000.0,2014.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
690,kompastv,15000000,11827310821.0,kompastv,269050,indonesia,news,331.0,25.0,17.0,28300.0,452300.0,339200.0,5400000.0,2013.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
689,ray william johnson,15000000,10239836582.0,ray william johnson,1803,united states,comedy,423.0,151.0,29.0,78200.0,1300000.0,938600.0,15000000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
687,sony music south,15000000,9978734160.0,sony music south,2726,india,music,439.0,103.0,127.0,60500.0,968700.0,726600.0,11600000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
686,the brown siblings,15000000,8658553456.0,the brown siblings,965,india,entertainment,577.0,103.0,145.0,25600.0,409400.0,307100.0,4900000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
682,xpresstv,15000000,4008801873.0,xpresstv,724,mexico,entertainment,1907.0,26.0,146.0,8500.0,135500.0,101600.0,1600000.0,2014.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
684,kwebbelkop,15000000,6889304306.0,kwebbelkop,5198,united states,film,857.0,151.0,37.0,7400.0,118900.0,89200.0,1400000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
683,playstation,15000000,4741434420.0,playstation,20292,united states,games,1469.0,151.0,48.0,10400.0,167200.0,125400.0,2000000.0,2005.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
681,therichest,15000000,2730879024.0,therichest,0,united states,games,4057944.0,7692.0,7445.0,0.0,0.0,0.0,0.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
680,league of legends,15000000,7159750970.0,league of legends,1362,united states,games,805.0,151.0,48.0,10800.0,172500.0,129400.0,2100000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
679,little angel - mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15000000,8897705695.0,little angel - mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,795,brazil,education,548.0,36.0,34.0,36400.0,581900.0,436400.0,7000000.0,2018.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
678,chetan monga vlogs,15000000,9924103188.0,chetan monga vlogs,899,india,people,457.0,104.0,45.0,28400.0,454300.0,340700.0,5500000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
677,morealia,15000000,4352427049.0,morealia,2324,united kingdom,games,1663.0,25.0,47.0,62700.0,1000000.0,753000.0,12000000.0,2013.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
703,bayashi tv,14900000,8615618825.0,ýýýýýýýýýýýýýýýýýýbayashitv,93,japan,autos,3468229.0,3508.0,3271.0,0.62,10.0,7.0,119.0,2012.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
702,tazercraft,14900000,5956193599.0,tazercraft,4175,brazil,games,1066.0,37.0,49.0,9900.0,159100.0,119300.0,1900000.0,2011.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
698,itowngameplay *terror&diversiï¿½ï,14900000,4977284539.0,itowngameplay *terror&diversiï¿½ï,8420,spain,games,1377.0,13.0,49.0,3500.0,55400.0,41600.0,665200.0,2012.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
701,ýýýýýý,14900000,439098.0,ýýýýýý,1,russia,news,3609784.0,10.0,19.0,2.0,31.0,23.0,369.0,2008.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
699,ýýýýýýýýýýýý8 : thai ch8,14900000,5549770244.0,ýýýýýýýýýýýý8 : thai ch8,27944,thailand,entertainment,1181.0,12.0,147.0,12400.0,198200.0,148700.0,2400000.0,2011.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
694,50 cent,14900000,10069000444.0,50 cent,419,united states,music,435.0,152.0,129.0,30000.0,479200.0,359400.0,5800000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
696,erb,14900000,4033400167.0,erb,86,united states,entertainment,1886.0,152.0,147.0,2800.0,44200.0,33100.0,530100.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
695,mnctv official,14900000,8074260978.0,mnctv official,66362,indonesia,entertainment,639.0,26.0,146.0,10900.0,174300.0,130700.0,2100000.0,2012.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
697,melanie martinez,14900000,4395184343.0,melanie martinez,127,united states,music,1656.0,152.0,129.0,14100.0,225400.0,169100.0,2700000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
710,jorge & mateus oficial,14800000,9076642765.0,jorge & mateus oficial,318,brazil,music,529.0,38.0,130.0,22000.0,352500.0,264400.0,4200000.0,2008.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
714,5-minute crafts recycle,14800000,8866012877.0,5-minute crafts recycle,3867,united states,howto,554.0,153.0,25.0,13300.0,212700.0,159500.0,2600000.0,2019.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
713,filaretiki,14800000,15788208522.0,filaretiki,2222,united states,people,195.0,152.0,46.0,300800.0,4800000.0,3600000.0,57800000.0,2021.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
712,beast philanthropy,14800000,272678287.0,beast philanthropy,34,germany,games,3968552.0,2600.0,4443.0,9.0,152.0,114.0,1800.0,2015.0,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526
709,meghan trainor,14800000,8649303688.0,meghan trainor,233,united states,music,580.0,153.0,130.0,12900.0,206600.0,154900.0,2500000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
708,ýýýýýýýý ýýýýýýýý,14800000,7018015062.0,ýýýýýýýý ýýýýýýýý,2387,ukraine,howto,828.0,3.0,25.0,11800.0,188500.0,141400.0,2300000.0,2015.0,82.7,44385155.0,8.88,30835699.0,48.379433,31.16558
707,lachlan,14800000,5269059435.0,lachlan,3834,australia,games,1253.0,7.0,50.0,5300.0,84300.0,63200.0,1000000.0,2013.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
706,mattybraps,14800000,3587576784.0,mattybraps,195,united states,music,2226.0,153.0,130.0,5700.0,91900.0,68900.0,1100000.0,2010.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
705,crashcourse,14800000,1833519700.0,crashcourse,1481,united states,education,5533.0,153.0,35.0,1800.0,28700.0,21500.0,344500.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
704,fueled by ramen,14800000,13356517783.0,fueled by ramen,1210,united states,entertainment,276.0,153.0,148.0,15300.0,244800.0,183600.0,2900000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
721,collegehumor,14700000,7255848125.0,collegehumor,4340,united states,comedy,798.0,154.0,30.0,0.0,0.0,0.0,0.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
725,camila loures,14700000,4684983333.0,camila loures,3978,brazil,entertainment,1501.0,39.0,149.0,10200.0,163900.0,122900.0,2000000.0,2014.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
724,abc news,14700000,12961669452.0,abc news,80830,united states,news,289.0,154.0,18.0,46400.0,742800.0,557100.0,8900000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
723,colors rishtey,14700000,12362331529.0,colors rishtey,23490,india,entertainment,310.0,105.0,148.0,86900.0,1400000.0,1000000.0,16700000.0,2013.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
722,netflix jr.,14700000,8882319696.0,netflix jr.,1996,united states,education,552.0,154.0,36.0,19900.0,317600.0,238200.0,3800000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
716,maha fun tv,14700000,1321380490.0,maha fun tv,85,united states,entertainment,8317.0,154.0,149.0,1200.0,19100.0,14300.0,229500.0,2017.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
720,chad wild clay,14700000,6751985988.0,chad wild clay,698,united states,entertainment,885.0,154.0,149.0,9100.0,145400.0,109000.0,1700000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
719,studyiq ias,14700000,4029253667.0,studyiq ias,43564,india,education,1879.0,106.0,36.0,18600.0,297900.0,223400.0,3600000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
718,the slow mo guys,14700000,2465473772.0,the slow mo guys,317,united states,education,3746.0,154.0,36.0,4700.0,75900.0,56900.0,911000.0,2010.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
717,canal nostalgia,14700000,1506796393.0,canal nostalgia tv,554,spain,entertainment,325721.0,1549.0,2275.0,57.0,906.0,679.0,10900.0,2010.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
715,ýýýýýýýýýý ýýýýýýýýýýýý,14700000,2230986039.0,ýýýýýýýýýý ýýýýýýýýýýýý,1385,saudi arabia,entertainment,4276.0,5.0,149.0,673.0,10800.0,8100.0,129300.0,2016.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
731,martin garrix,14600000,6017932195.0,martin garrix,365,united states,music,1044.0,155.0,131.0,8900.0,142100.0,106600.0,1700000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
735,noman official,14600000,5525773746.0,noman official,560,india,film,1185.0,106.0,38.0,34800.0,556500.0,417300.0,6700000.0,2019.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
734,mis pastelitos,14600000,2750902766.0,mis pastelitos,603,mexico,music,3248.0,27.0,131.0,12700.0,202700.0,152000.0,2400000.0,2014.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
733,fifth harmony,14600000,7952268926.0,fifth harmony,67,united states,music,659.0,155.0,131.0,9400.0,150500.0,112900.0,1800000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
732,o reino infantil,14600000,11182302317.0,o reino infantil,1206,brazil,music,369.0,40.0,131.0,27500.0,439500.0,329600.0,5300000.0,2014.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
728,jesser,14600000,3603556207.0,jesser,1244,united states,entertainment,2223.0,155.0,150.0,23100.0,370400.0,277800.0,4400000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
730,prestonplayz,14600000,5766647017.0,preston,4009,united states,entertainment,621.0,78.0,72.0,37900.0,606800.0,455100.0,7300000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
726,doc tops,14600000,2613197447.0,doc tops,490,ecuador,entertainment,3458.0,1.0,150.0,4100.0,65600.0,49200.0,787600.0,2014.0,44.9,17373662.0,3.97,11116711.0,-1.831239,-78.183406
729,planeta das gï¿½ï¿½,14600000,4622581344.0,planeta das gï¿½ï¿½,951,brazil,entertainment,1534.0,40.0,150.0,2600.0,42200.0,31600.0,506300.0,2015.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
727,auron,14600000,3337074920.0,auron,961,spain,games,2455.0,14.0,51.0,15100.0,242300.0,181700.0,2900000.0,2013.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
736,legenda funk,14500000,2440718089.0,legendafunk,0,brazil,music,,,,0.0,0.0,0.0,0.0,,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
745,aadishakti films,14500000,6290721701.0,aadishakti films,4790,india,music,981.0,107.0,132.0,12100.0,193800.0,145300.0,2300000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
752,lilly singh,14500000,3517662420.0,lilly singh,1064,canada,comedy,2297.0,8.0,31.0,1300.0,21300.0,16000.0,255800.0,2010.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
750,saad lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,4315486422.0,saad lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,176,morocco,music,1710.0,1.0,132.0,9400.0,150300.0,112700.0,1800000.0,2012.0,35.9,36910560.0,9.02,22975026.0,31.791702,-7.09262
749,maroon5vevo,14500000,20042571499.0,maroon5vevo,147,united states,music,123.0,156.0,132.0,24500.0,392700.0,294600.0,4700000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
